z_phot,MAG_u,MAG_g,MAG_r,MAG_i
0.447,24.075647,23.414349,22.460562,22.363894
1.037,99,99,23.813568,23.833391
0.947,23.146435,23.394196,22.719244,21.84914
0.787,99,23.512304,22.21539,20.831207
0.797,23.641712,23.493307,23.168577,22.808393
1.277,23.830236,24.077639,23.784443,24.093164
1.387,24.767656,24.204477,23.67236,23.951105
0.287,24.452082,22.373306,20.80829,20.277351
0.547,24.505629,24.553795,23.888899,23.688475
1.067,23.587313,23.300196,23.510674,22.819695
0.867,23.94387,23.91248,23.766434,23.054296
0.337,23.294178,23.117054,22.374249,22.30575
0.627,23.505838,23.437557,23.17057,23.092281
0.737,21.916683,21.945467,21.657074,21.423082
0.797,23.12197,22.88921,22.69555,22.307571
1.317,22.760384,22.84722,22.741764,22.681318
0.867,24.141022,24.899466,24.217176,23.170301
0.927,22.354284,22.213415,21.946417,21.265703
0.817,22.073467,21.806883,21.666937,21.079641
0.707,23.99842,23.925146,23.368748,23.385141
0.867,23.901485,24.730623,24.176838,23.418768
0.647,23.290586,22.616814,21.780289,21.171818
0.477,24.157701,23.555998,23.512674,22.908648
0.347,25.12924,23.541317,22.83136,22.67192
0.617,23.176655,22.85487,21.25332,20.531523
0.997,24.017216,24.049994,24.15329,23.380772
0.997,99,24.978308,23.306686,22.380404
0.487,24.265074,23.477379,22.77449,22.708588
1.337,23.72864,23.772139,23.763094,23.647573
0.457,22.419348,21.977255,21.026318,20.797123
0.947,99,24.508944,24.107008,23.455078
1.217,24.178902,24.71578,24.314602,24.113728
1.157,22.124664,22.17564,22.200193,21.877666
1.227,25.050398,24.324268,23.298838,22.852573
0.817,23.873865,23.978518,23.822817,22.75789
0.967,23.872494,23.93103,23.638363,23.298773
0.737,23.441254,23.119524,22.842327,22.828318
0.627,23.063007,23.06912,22.554928,22.30935
0.667,23.60629,23.388557,23.210571,22.89304
1.117,24.776936,25.093897,24.55398,24.151247
0.107,23.06056,22.55641,22.413916,22.36409
1.037,22.77765,22.836948,22.617395,22.423162
0.947,22.331272,21.982018,21.494356,20.844624
1.297,22.891558,23.031672,22.92645,22.7767
1.387,24.390402,24.478949,24.496593,24.164957
0.687,25.345282,24.526947,23.512049,22.672218
1.247,24.422869,24.027666,23.361454,22.96863
0.987,23.704859,24.940966,24.222506,24.053577
0.487,22.612001,22.410297,21.50028,21.158672
0.597,23.231073,22.884901,22.301596,21.9724
0.987,24.124308,24.31188,24.093906,23.87436
0.977,24.1114,23.759544,23.468374,23.766195
0.527,99,24.929611,24.24132,24.615923
0.507,21.362415,20.768164,19.820925,19.557955
1.087,24.400606,24.269041,23.641636,23.81993
0.487,24.067638,23.783724,22.917635,22.858885
0.357,23.790085,23.604397,22.439924,22.130142
0.747,24.082113,23.569456,23.104324,22.50589
0.277,21.78062,21.153446,20.366617,20.089905
0.707,25.165892,25.219658,24.454914,23.6761
1.027,23.845547,23.702396,23.741884,23.200563
0.647,24.541801,23.821053,22.701048,21.806047
0.237,21.43914,20.825983,20.309097,20.192104
0.727,21.92118,21.583332,21.05165,20.22358
0.867,22.322832,22.229042,22.11427,21.68323
1.127,23.022839,23.202541,23.151316,22.617899
1.077,23.78552,23.668894,22.72311,21.897022
0.787,24.588432,23.097229,21.579931,20.798477
0.887,21.874178,21.817295,21.60235,21.006166
0.637,24.341652,24.378014,23.904926,24.014494
0.977,24.210516,24.292824,23.084558,21.80551
0.527,24.255087,23.960308,23.081293,23.181816
0.857,23.96768,24.571339,24.123495,23.421448
0.767,99,24.606678,24.1856,23.502878
1.047,23.786287,25.02508,24.079168,24.097418
1.047,24.394085,24.116722,23.501644,22.670105
0.307,25.023224,24.000885,23.40201,23.25028
0.257,24.470428,24.260658,23.897099,24.199905
0.777,22.25304,21.962482,21.117556,20.243792
0.617,23.896458,23.88107,23.606125,23.452623
0.787,23.686604,23.043394,22.91966,22.072882
0.787,23.384268,23.203138,22.93967,21.962309
0.427,21.287363,21.085617,20.549253,20.362076
0.947,23.391533,23.629135,23.304108,22.832335
1.357,24.29301,24.094513,24.046751,24.125917
0.577,24.705383,23.929646,23.07417,22.634167
0.857,23.967478,23.322905,22.308132,20.999104
0.967,99,25.361483,23.520052,22.111809
0.997,23.27321,23.461002,22.76141,21.789581
1.317,24.773096,24.58635,23.903,23.367912
0.607,22.910677,22.208363,20.819038,20.126938
0.427,22.744455,22.38149,21.488922,21.26388
1.407,24.062248,23.912634,23.715204,23.250706
0.817,22.85004,22.76726,22.48073,22.046717
1.017,23.443464,23.863071,23.182737,22.128813
0.757,24.144733,24.482899,23.574402,22.762571
0.547,25.100508,25.239067,24.16933,24.039242
0.677,23.474674,23.445284,23.064638,22.67015
0.287,23.398098,22.040283,20.777822,20.321161
0.677,24.726566,23.985676,23.655607,22.977047
0.627,24.805437,24.102367,23.876019,23.411472
0.917,22.72419,22.919592,22.762125,22.069838
0.957,24.205448,24.267723,23.889788,23.583439
0.477,99,24.674644,23.473133,23.86214
1.107,23.98773,24.226427,23.552534,23.018782
0.537,99,24.551836,23.370434,22.743235
0.597,23.713379,23.03243,22.362768,21.830656
1.067,23.804148,24.262312,23.97495,23.666248
0.617,23.89407,23.879908,23.227583,22.971098
0.107,23.400126,22.705217,22.686993,22.798212
0.877,24.562546,25.059448,23.95902,22.85294
0.627,23.261106,23.311821,22.909536,22.57574
0.967,24.272425,24.38017,23.997923,23.313246
1.247,23.44931,23.416422,23.587082,23.983398
1.217,23.874441,23.576197,23.147524,23.139904
0.847,24.342558,25.504791,25.12919,23.625364
1.057,23.777668,24.548124,23.51251,22.69976
0.367,24.0278,23.509285,22.529778,22.688906
0.917,99,24.011803,22.274382,21.406414
1.417,22.746323,22.887869,23.513159,23.269037
0.677,23.822462,24.013361,23.53174,23.240961
0.697,24.076456,23.984173,23.503336,22.859629
0.537,24.574453,24.161867,23.665028,23.363596
0.817,23.472929,24.142704,23.187737,22.024378
0.407,23.512709,23.312374,22.76843,22.292551
0.677,99,25.357067,24.215492,22.995607
0.997,24.09749,23.827808,23.523851,23.292498
0.747,24.492058,24.777573,24.579218,24.117441
0.727,24.2219,24.082525,23.718138,23.238863
0.897,23.316175,23.42935,23.054886,22.194649
0.167,22.796053,22.662193,22.43954,22.219612
1.387,23.735731,24.122274,24.200914,24.00814
0.167,22.060783,21.337843,21.075333,20.90149
0.627,23.346445,23.064981,22.351374,22.059938
0.337,22.331139,21.61763,20.485018,20.080898
0.847,24.536476,24.393398,24.335297,23.144955
0.837,24.629494,24.547047,23.938578,23.330408
0.407,99,24.645746,23.147642,22.756191
1.027,24.343536,24.407503,23.441935,22.543077
1.377,24.273401,24.450298,24.055311,24.628265
0.837,24.657902,23.852264,23.235239,22.121563
0.827,24.763214,24.86326,24.095636,23.448755
0.177,24.27262,23.088621,22.563356,22.456089
0.807,23.58823,23.499279,23.076849,22.300062
0.587,23.355986,22.49312,21.204086,20.513592
0.367,99,24.608772,23.619453,23.217762
0.257,22.785963,22.415155,21.931667,21.798588
0.807,24.705256,24.15559,23.581413,22.610615
0.737,23.441954,23.588085,22.69552,22.140287
0.267,23.5761,23.248306,23.125465,22.914658
0.707,24.79856,24.438099,24.002811,23.92725
1.387,23.668703,23.799793,23.748974,24.040745
0.497,23.154716,22.623386,21.470676,21.045885
1.277,23.68844,23.987286,23.839947,24.256367
0.207,22.77572,22.239025,21.489805,21.274185
0.197,22.55502,21.976458,21.479794,21.421158
0.267,22.054712,21.596619,21.090403,20.825075
0.497,23.54929,22.721136,21.322899,20.83045
1.247,99,25.369802,23.784178,23.594604
0.587,25.211252,25.017149,24.224463,23.762556
0.407,99,24.883316,23.764801,24.27669
0.507,99,25.008589,24.03541,24.393627
1.047,23.24132,23.532053,23.51161,23.10179
1.017,23.023882,22.614464,22.500837,22.026419
0.737,22.972158,23.01748,22.364931,21.775583
0.447,23.099197,22.905378,22.036467,22.043356
0.177,22.15255,20.661612,19.472775,19.082874
0.267,23.072596,22.858843,22.63929,22.935661
0.417,24.180597,23.208042,21.632816,21.049934
0.957,99,23.040785,21.700052,20.761951
0.867,23.559843,23.053988,22.531023,21.735228
1.317,24.534489,23.974392,24.051943,24.326136
0.567,24.769705,24.659662,23.934303,23.777132
0.977,24.040918,24.46999,24.073774,24.050787
0.797,24.36203,23.596777,23.600296,22.866587
0.907,24.747293,24.860668,24.276367,23.799454
0.537,24.808998,24.360662,23.618834,23.79014
0.687,99,24.93816,24.209072,23.735666
1.117,24.621956,24.52935,24.423784,24.22785
1.157,23.325672,23.019638,22.96568,22.683113
0.267,23.213633,22.795126,21.94992,21.70598
0.857,24.643412,24.747276,24.424398,24.133923
0.537,22.567741,22.562628,22.016352,22.106754
0.347,24.179365,23.682943,22.959276,22.897997
1.387,23.868101,23.898802,24.07382,24.081251
1.137,23.953423,23.73868,23.617386,23.9287
1.117,24.052097,24.284382,23.993105,24.140078
0.557,24.86029,25.162636,24.393456,24.0324
0.917,23.672655,23.971685,23.680141,23.189913
1.077,24.534739,24.174486,23.867956,23.76129
1.347,23.844858,23.97359,23.774998,24.06389
0.617,24.380217,24.334873,24.109257,24.234634
0.627,22.896488,23.177462,22.332033,21.684147
1.007,23.694593,23.327488,22.960688,22.278452
0.497,99,24.151945,23.452583,23.598104
0.337,21.694496,21.493578,20.718138,20.584503
0.947,24.654087,24.64055,24.390568,23.434162
0.787,24.390839,24.114698,23.829346,22.396515
0.267,22.39626,21.462353,20.67956,20.395323
1.317,24.110695,24.011677,24.340914,24.229137
0.947,23.29368,23.368954,23.267054,22.607908
1.147,23.216616,23.684952,23.973515,23.403605
0.577,23.238447,23.05955,22.508793,22.580269
0.997,23.68835,23.946564,23.698345,23.438
0.507,25.085575,24.593761,23.785025,23.436255
0.337,24.707336,23.904047,23.286427,23.370745
0.627,23.696001,23.632023,23.129232,22.986
0.197,23.773552,22.304974,20.90504,20.462194
0.667,22.558975,22.501637,22.07094,21.583046
0.497,23.174746,22.916553,22.395567,21.637373
0.607,23.17013,23.199743,22.799395,22.442837
0.727,24.41686,25.04972,24.424341,23.567146
0.137,22.056332,22.101175,21.667059,21.644566
0.827,23.9999,24.447157,24.063114,23.441837
1.067,24.208729,23.864012,23.81605,23.591145
1.157,22.776253,22.75982,22.80649,22.453505
1.157,23.786476,23.984898,23.886946,23.591637
0.767,24.62473,23.732649,23.619095,22.58047
0.737,24.57409,24.54225,24.075552,23.560408
1.237,99,25.659418,24.593819,24.023598
0.777,22.74968,22.708426,22.223835,21.528913
1.087,23.887575,24.04063,24.015059,23.155804
0.667,23.224173,23.117065,22.623077,22.409462
0.887,23.818382,23.718512,23.676893,23.196703
1.387,23.828188,23.358334,23.626638,23.535627
0.697,25.397413,24.76233,24.27083,23.515999
0.837,24.287687,24.208265,24.16683,23.202919
0.357,24.538504,23.095879,21.42453,20.906992
1.317,24.412685,24.07908,23.988739,23.922512
1.097,22.995329,23.016338,22.42846,21.96147
0.137,22.945185,22.209822,21.92343,21.910456
0.867,24.997602,24.770702,24.283262,23.399147
0.667,24.035807,24.312521,23.505806,22.695929
0.387,23.05062,22.607471,21.807362,21.65428
1.397,23.787815,23.667273,23.936708,24.203299
1.097,23.392405,23.466503,23.432566,22.7328
0.817,24.082365,24.411863,23.926794,22.82955
0.427,22.01359,21.815586,21.324526,21.302567
1.297,23.131807,23.494,23.495474,23.475357
1.237,24.13437,24.01455,23.35379,23.112888
0.637,24.159822,23.861855,22.81962,21.974077
0.467,23.875034,23.71385,22.784166,22.605804
0.647,23.383251,24.189608,23.451706,22.826523
0.487,25.174793,24.083109,22.652966,21.973701
0.477,23.924294,23.826757,22.604555,22.093878
0.377,99,23.328495,21.892462,21.63033
0.897,23.544914,23.311289,23.131218,22.588156
1.037,23.10791,22.901625,22.395697,21.845373
0.217,24.971373,23.742764,23.767427,23.34993
0.967,23.939028,23.99547,23.91124,23.36606
1.097,24.119234,24.584051,24.07945,24.01463
0.957,23.758823,23.494015,22.90087,22.113766
0.447,22.515675,22.066383,21.043398,20.77442
1.237,24.37556,24.144407,23.80475,23.917273
0.217,23.829926,23.151743,22.72642,22.493378
0.407,23.634966,23.449953,22.801764,22.406927
0.967,24.078375,24.171413,24.059494,23.795715
0.957,24.046457,23.78096,23.550787,23.01959
0.937,23.194664,22.721598,22.597227,21.72887
0.747,23.263386,23.321922,23.016127,22.70698
0.877,23.397064,23.166965,23.113182,22.388626
1.187,23.88974,23.962566,23.401884,23.253534
0.507,24.730103,24.640987,23.795895,23.850737
0.667,24.22285,24.001053,23.554848,23.637789
0.537,24.008545,23.730886,23.003489,23.0977
0.967,99,24.6508,24.602495,24.104645
0.737,99,24.886944,23.89461,23.168184
0.987,24.089127,24.59209,24.079817,23.280403
1.297,23.990099,23.886871,23.740612,23.75076
1.147,24.387943,23.60769,23.087719,22.6982
0.967,23.0831,23.249212,22.74224,22.403881
1.287,24.157442,23.87747,23.78637,24.311487
0.437,22.980625,22.593613,21.50695,21.2074
1.187,23.304762,23.967314,22.746586,22.110422
0.497,24.562176,25.100323,23.642748,24.007961
0.707,24.49271,24.2846,23.820528,24.199682
1.377,22.389587,22.561708,22.666836,23.112305
0.827,24.12681,23.306664,22.583117,21.432373
1.007,24.051722,23.893383,23.474276,23.119778
1.397,24.07862,23.750675,24.070276,24.138018
0.817,99,24.547777,25.000607,23.453882
0.267,23.00537,22.31391,21.156061,20.699425
0.137,23.418766,23.49483,23.123966,23.677694
1.397,23.696648,23.501434,23.567913,23.189556
0.627,24.62701,23.757439,23.361563,23.01158
0.997,24.231104,24.713243,24.371027,24.097178
0.617,22.1558,21.045038,19.743591,19.210285
0.107,23.02471,22.41421,22.26324,22.047937
0.247,23.811531,23.05899,22.601154,22.67324
0.487,24.71288,24.354214,23.53625,23.571648
0.227,21.703554,21.00367,20.438929,20.166536
0.527,23.584105,23.120388,22.261782,21.884739
0.107,22.471766,22.693808,22.53037,22.60714
1.387,99,24.923048,25.421778,23.643696
1.107,23.703669,24.716703,24.018124,24.157528
0.847,24.138165,24.270115,24.120932,22.8951
1.317,23.386477,23.536911,23.509949,23.48166
1.147,23.57316,23.351519,23.129478,23.072065
1.277,23.946587,24.014942,23.727083,23.84329
0.787,24.334532,24.423244,24.160147,23.28913
0.987,25.252234,24.634563,24.32049,24.025866
1.047,23.788382,24.04249,23.806314,23.74222
0.537,23.517351,23.49141,22.797234,22.762445
1.147,23.404728,24.107012,24.178276,23.848892
0.927,24.62153,23.62416,22.372028,21.13192
1.397,24.81247,24.036493,24.018246,23.53557
0.707,23.579987,24.097004,23.506437,22.876444
0.557,23.494884,23.292849,22.690214,22.272211
0.767,25.09009,24.263428,23.716927,23.01567
0.267,22.358095,21.00303,19.730959,19.262234
0.997,99,24.82678,23.630476,22.349459
0.577,22.5049,22.277103,21.708073,21.552114
1.037,24.501627,24.246979,23.777798,23.683886
0.667,24.061928,23.870455,23.466274,23.408417
0.897,99,24.669437,23.750057,22.988901
0.877,24.02036,23.751392,23.604094,22.971004
1.357,24.413391,24.630795,24.4385,24.57957
0.097,23.856764,23.457352,23.51418,23.32225
0.357,24.192537,23.415836,21.861092,21.30223
0.557,99,99,24.367533,23.93094
1.337,24.391617,24.581532,24.249292,24.435867
1.177,23.781559,23.55953,23.87272,23.310581
1.377,23.981531,23.799803,23.359459,23.523724
0.647,24.537514,23.649086,22.974085,22.13626
0.517,23.457846,23.982824,23.31348,23.658371
0.487,24.201141,23.950914,22.879261,22.650549
0.617,22.707273,22.636086,22.117294,21.775679
0.217,24.464811,23.46326,23.532133,22.996391
0.917,23.564104,24.11935,23.887104,22.829136
0.577,23.408878,22.629581,21.304758,20.703783
0.487,24.139832,24.244133,23.334476,23.099222
1.077,23.699318,23.854893,23.696646,22.996048
0.947,23.94066,24.077662,23.876623,23.15801
1.277,24.28261,23.74222,23.384472,22.767647
1.377,23.696068,23.33413,23.241056,22.650305
1.167,24.278053,23.955812,23.78866,23.615076
0.577,99,25.79333,24.269241,23.742008
1.227,23.681263,23.63791,23.058722,22.734186
1.127,23.411274,23.738728,23.494043,23.685581
0.867,24.96898,24.30403,23.209105,22.124361
0.767,24.398834,23.777887,23.258074,22.753086
1.397,23.860022,23.720438,24.04081,23.6404
0.727,24.156086,23.966412,23.5487,23.38338
0.747,25.423004,24.306818,23.953627,23.560484
1.077,24.12715,23.809738,23.963379,23.271263
0.707,23.897167,23.88915,23.4193,23.775908
0.237,23.66197,22.921728,22.175077,21.75239
0.457,99,24.045448,22.591518,22.057226
0.247,22.974049,22.248257,21.560682,21.35826
0.627,23.516579,23.058266,22.298067,21.842924
0.527,23.130653,22.964344,22.259626,22.040602
0.887,24.345102,24.070902,23.895704,23.2021
0.427,22.659983,22.633959,22.277063,22.120625
0.197,24.040434,22.109798,20.853907,20.39756
1.107,23.327522,23.37686,23.717413,23.01593
0.807,23.25998,22.976763,22.848011,22.230362
1.397,24.570694,24.362783,24.107378,23.986868
0.707,23.634611,23.990276,23.265528,23.004519
0.857,24.078035,24.480196,23.85198,22.78026
0.857,99,24.215866,24.316154,23.398672
0.747,24.690702,24.054142,23.558956,22.665005
0.617,24.67838,24.521849,23.934437,24.27592
0.717,24.29298,24.12872,23.44202,22.203733
1.047,23.848135,24.162169,23.266638,22.833197
0.637,24.686598,23.920868,23.460297,22.80794
0.447,24.752525,24.689228,23.420082,23.354654
0.567,99,25.212664,24.491877,24.236994
0.827,22.802544,22.744944,22.260098,21.396425
1.077,24.113894,24.130882,23.526138,23.552322
0.967,24.26436,24.722202,24.074272,23.271843
1.407,23.703041,23.481615,23.39454,23.279963
0.237,99,23.713215,23.064304,22.464382
0.567,99,99,24.751842,24.293562
0.597,25.549103,24.904072,24.47099,24.406738
0.877,24.117878,23.775549,23.671614,22.629358
0.767,23.475216,22.947447,22.665367,22.204256
0.667,24.791607,24.284105,23.585314,23.17559
0.477,23.817066,23.846601,22.911285,23.090742
1.047,23.228436,23.49735,23.30801,23.085512
1.167,23.49749,23.668432,23.521091,23.43954
0.457,22.916212,22.783323,21.562567,21.228376
1.047,99,25.185812,24.191942,23.57872
1.387,24.388252,24.601149,24.125643,23.710844
0.607,24.706408,24.277319,23.99563,23.737684
0.347,23.028732,22.719093,21.97695,21.8059
0.627,23.782658,23.850534,23.510551,23.294731
0.437,99,24.390717,22.745584,22.113567
0.677,23.965326,23.75349,23.456907,23.227083
0.857,24.739101,24.599073,24.805754,23.610981
1.277,23.68634,24.113659,23.915834,24.093279
0.917,99,25.689474,23.999962,23.471588
0.387,24.100615,23.348337,22.702044,22.419615
0.987,24.48715,23.525461,22.642338,21.927471
0.597,25.561241,25.752838,24.795286,24.325361
1.157,23.53979,23.019772,22.753345,22.708643
0.857,23.805155,23.927465,23.597843,22.85304
0.947,24.597542,24.075817,23.07086,21.579107
0.977,24.358187,23.505613,22.450699,21.32485
0.687,23.90572,23.723454,23.412657,23.31159
0.757,23.222612,23.090837,22.75313,21.993143
1.297,24.684471,24.03366,24.336878,24.306581
0.517,23.400785,22.733767,21.85981,21.480879
1.177,24.366476,24.155075,24.045282,23.695194
0.767,24.460987,24.192411,24.048136,22.95097
0.617,24.841473,23.233343,21.820602,21.062704
0.547,24.24746,23.936502,23.171204,22.819132
1.367,23.866999,24.147648,24.14749,23.584223
0.577,24.538076,24.438896,23.798828,23.62124
0.887,22.745306,22.908396,22.811659,22.223795
0.107,23.569487,23.29806,23.373835,23.783552
0.667,24.232677,24.056545,23.791328,23.760256
0.957,24.0125,23.7099,23.723108,23.099482
0.447,23.354414,23.209234,22.216236,22.244177
0.697,22.90151,22.811357,22.362776,21.826298
1.257,23.710873,23.695547,23.428621,23.538439
0.377,23.147125,22.640558,21.610142,21.25572
0.957,21.742262,21.814348,21.481659,21.077087
1.177,24.292389,24.213272,24.175583,23.899387
0.867,22.852663,22.593508,22.467604,22.1249
0.387,24.390907,23.693407,22.998426,22.66789
1.267,23.886915,23.782984,23.227242,23.269358
0.507,23.658442,23.620333,22.623377,22.365707
0.537,24.451149,24.79651,24.132029,24.061209
0.737,24.705328,24.551348,24.159307,23.621778
